2023-02;84.61
2023-01;86.92
2022-12;84.1
2022-11;78.43
2022-10;79.6
2022-09;80.13
2022-08;85.87
2022-07;87.32
2022-06;85.39
2022-05;85.49
2022-04;85.19
2022-03;84.3
2022-02;85.71
2022-01;85.5
2021-12;85.98
2021-11;83.21
2021-10;79.97
2021-09;83.7
2021-08;71.53
2021-07;78.75
2021-06;89.99
2021-05;99.36
2021-04;87.56
2021-03;91.54
2021-02;87.16
2021-01;86.41
2020-12;86.76
2020-11;94.95
2020-10;87.47
2020-09;76.69
2020-08;81.67
2020-07;96.39
2020-06;104.74
2020-05;94.44
2020-04;87.81
2020-03;76.15
2020-02;95.39
2020-01;79.66
2019-12;91.03
2019-11;90.84
2019-10;94.76
2019-09;90.23
2019-08;87.11
2019-07;79.36
2019-06;83.25
2019-05;114.23
2019-04;91.73
2019-03;84.5
2019-02;83.7
2019-01;97.26
2018-12;98.03
2018-11;101.26
2018-10;100.78
2018-09;100.28
2018-08;105.61
2018-07;107.78
2018-06;108.86
2018-05;99.34
2018-04;99.25
2018-03;101.52
2018-02;101.95
2018-01;108.67
2017-12;105.29
2017-11;108.24
2017-10;100.38
2017-09;100.23
2017-08;102.52
2017-07;98.79
2017-06;99.97
2017-05;98.61
2017-04;108.08
2017-03;108.19
2017-02;98.12
2017-01;113.58
2016-12;106.94
2016-11;98.79
2016-10;103.66
2016-09;104.66
2016-08;105.92
2016-07;112.74
2016-06;95.57
2016-05;105.13
2016-04;96.07
2016-03;94.65
2016-02;97.09
2016-01;95.61
2015-12;98.08
2015-11;98.43
2015-10;100.72
2015-09;103.27
2015-08;104.1
2015-07;108.13
2015-06;96.2
2015-05;93.69
2015-04;98.42
2015-03;100.0
2015-02;102.44
2015-01;96.51
2014-12;97.03
2014-11;101.74
2014-10;101.22
2014-09;93.72
2014-08;94.44
2014-07;97.07
2014-06;98.0
2014-05;110.08
2014-04;97.59
2014-03;98.7
2014-02;98.1
2014-01;91.02
2013-12;92.08
2013-11;89.41
2013-10;97.04
2013-09;95.14
2013-08;88.32
2013-07;75.49
2013-06;91.12
2013-05;91.5
2013-04;89.45
2013-03;85.42
2013-02;85.25
2013-01;89.86
2012-12;90.48
2012-11;95.02
2012-10;87.32
2012-09;91.52
2012-08;93.78
2012-07;72.82
2012-06;96.9
2012-05;86.9
2012-04;93.28
2012-03;90.58
2012-02;87.03
2012-01;93.44
2011-12;84.83
2011-11;76.36
2011-10;66.97
2011-09;82.92
2011-08;82.38
2011-07;85.26
2011-06;86.8
2011-05;81.39
2011-04;75.83
2011-03;84.99
2011-02;81.29
2011-01;77.69
2010-12;82.68
2010-11;79.21
2010-10;76.91
2010-09;81.07
2010-08;80.73
2010-07;79.49
2010-06;77.71
2010-05;82.04
2010-04;82.06
2010-03;78.74
2010-02;82.62
2010-01;85.29
2009-12;78.12
2009-11;84.61
2009-10;80.65
2009-09;80.7
2009-08;79.64
2009-07;70.51
2009-06;78.09
2009-05;81.94
2009-04;76.81
2009-03;76.47
2009-02;72.27
2009-01;77.88
2008-12;75.05
2008-11;73.66
2008-10;70.45
2008-09;70.55
2008-08;66.6
2008-07;67.86
2008-06;65.34
2008-05;62.66
2008-04;61.23
2008-03;64.05
2008-02;63.44
2008-01;60.23
2007-12;58.28
2007-11;57.12
2007-10;58.89
2007-09;56.27
2007-08;60.03
2007-07;62.23
2007-06;61.31
2007-05;58.95
2007-04;58.4
2007-03;57.35
2007-02;60.1
2007-01;55.75
2006-12;55.62
2006-11;55.93
2006-10;56.7
2006-09;50.91
2006-08;54.29
2006-07;56.51
2006-06;53.52
2006-05;55.22
2006-04;54.74
2006-03;53.49
2006-02;50.81
2006-01;52.92
2005-12;52.2
2005-11;52.82
2005-10;52.98
2005-09;52.08
2005-08;49.99
2005-07;51.1
2005-06;48.47
2005-05;50.84
2005-04;49.55
2005-03;47.78
2005-02;50.21
2005-01;46.62
2004-12;48.96
2004-11;47.45
2004-10;49.99
2004-09;48.46
2004-08;48.85
2004-07;47.96
2004-06;48.98
2004-05;48.52
2004-04;47.57
2004-03;47.62
2004-02;46.26
2004-01;45.69
2003-12;46.94
2003-11;49.89
2003-10;41.13
2003-09;46.93
2003-08;48.76
2003-07;53.1
2003-06;45.73
2003-05;43.22
2003-04;48.18
2003-03;47.87
2003-02;45.62
2003-01;46.8
2002-12;46.38
2002-11;48.24
2002-10;45.58
2002-09;46.39
2002-08;46.1
2002-07;46.23
2002-06;48.36
2002-05;42.37
2002-04;45.81
2002-03;50.03
2002-02;50.12
2002-01;49.48
2001-12;48.3
2001-11;45.01
2001-10;44.85
2001-09;46.51
2001-08;45.86
2001-07;55.36
2001-06;49.62
2001-05;48.43
2001-04;48.66
2001-03;47.95
2001-02;47.86
2001-01;47.2
2000-12;47.13
2000-11;49.29
2000-10;47.83
2000-09;48.62
2000-08;47.2
2000-07;45.69
2000-06;48.28
2000-05;47.07
2000-04;48.05
2000-03;46.06
2000-02;47.86
2000-01;47.98
1999-12;41.94
1999-11;45.48
1999-10;48.87
1999-09;47.97
1999-08;52.01
1999-07;44.41
1999-06;39.69
1999-05;49.28
1999-04;42.51
1999-03;41.03
1999-02;42.81
1999-01;45.51
1998-12;47.2
1998-11;45.63
1998-10;45.59
1998-09;47.36
1998-08;51.04
1998-07;46.83
1998-06;41.67
1998-05;47.28
1998-04;47.01
1998-03;50.51
1998-02;48.4
1998-01;53.69
1997-12;47.86
1997-11;47.93
1997-10;48.16
1997-09;46.24
1997-08;48.64
1997-07;49.86
1997-06;51.74
1997-05;51.23
1997-04;52.47
1997-03;51.8
1997-02;49.37
1997-01;48.8
1996-12;48.17
1996-11;47.67
1996-10;45.53
1996-09;45.76
1996-08;46.09
1996-07;48.89
1996-06;47.1
1996-05;47.36
1996-04;46.16
1996-03;46.65
1996-02;49.98
1996-01;46.81
1995-12;46.09
1995-11;49.47
1995-10;45.95
1995-09;48.07
1995-08;40.58
1995-07;48.57
1995-06;47.87
1995-05;48.52
1995-04;48.69
1995-03;48.52
1995-02;47.06
1995-01;45.44
1994-12;49.08
1994-11;45.36
1994-10;47.05
1994-09;47.2
1994-08;46.6
1994-07;40.32
1994-06;40.68
1994-05;41.67
1994-04;42.3
1994-03;40.35
1994-02;39.92
1994-01;42.38
1993-12;40.9
1993-11;41.66
1993-10;43.32
1993-09;46.64
1993-08;40.86
1993-07;40.72
1993-06;34.02
1993-05;39.26
1993-04;39.72
1993-03;41.7
1993-02;48.16
1993-01;45.67
1992-12;43.91
1992-11;46.64
1992-10;44.84
1992-09;43.55
1992-08;40.96
1992-07;45.42
1992-06;51.68
1992-05;51.92
1992-04;53.28
1992-03;50.34
1992-02;52.49
1992-01;50.75
1991-12;47.34
1991-11;48.45
1991-10;47.48
1991-09;50.84
1991-08;48.15
1991-07;48.37
1991-06;45.54
1991-05;44.13
1991-04;49.61
1991-03;43.46
1991-02;43.27
1991-01;45.2
1990-12;45.53
1990-11;44.03
1990-10;46.01
1990-09;45.32
1990-08;44.88
1990-07;48.53
1990-06;37.51
1990-05;44.89
1990-04;41.2
1990-03;46.27
1990-02;45.62
1990-01;45.02
